Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,method,feature,Variable,Bin id,Coefficient,Points
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,self_duality,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,self_duality,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,self_duality,,,,
,20,1.0,15,5,0.25,,0.0,0.0,fDBD,self_duality,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,var_collapse,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,var_collapse,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,var_collapse,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,equiangular_uc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equiangular_uc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equiangular_uc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,equiangular_wc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equiangular_wc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equiangular_wc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,equinorm_uc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equinorm_uc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equinorm_uc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,equinorm_wc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equinorm_wc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,equinorm_wc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,max_equiangular_uc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,max_equiangular_uc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,max_equiangular_uc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,max_equiangular_wc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,max_equiangular_wc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,max_equiangular_wc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,fDBD,,self_duality,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,self_duality,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,fDBD,,self_duality,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,var_collapse,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,var_collapse,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,var_collapse,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,var_collapse,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,equiangular_uc,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equiangular_uc,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equiangular_uc,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,equiangular_uc,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,equiangular_wc,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equiangular_wc,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equiangular_wc,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,equiangular_wc,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,equinorm_uc,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equinorm_uc,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equinorm_uc,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,equinorm_uc,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,equinorm_wc,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equinorm_wc,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,equinorm_wc,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,equinorm_wc,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,max_equiangular_uc,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,max_equiangular_uc,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,max_equiangular_uc,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,max_equiangular_uc,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,max_equiangular_wc,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,max_equiangular_wc,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,max_equiangular_wc,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,max_equiangular_wc,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,self_duality,,,,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,self_duality,,,,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,self_duality,,,,
,20,1.0,15,5,0.25,,0.0,0.0,pNML,self_duality,,,,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,var_collapse,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,var_collapse,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,var_collapse,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,equiangular_uc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equiangular_uc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equiangular_uc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,equiangular_wc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equiangular_wc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equiangular_wc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,equinorm_uc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equinorm_uc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equinorm_uc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,equinorm_wc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equinorm_wc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,equinorm_wc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,max_equiangular_uc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,max_equiangular_uc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,max_equiangular_uc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,max_equiangular_wc,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,max_equiangular_wc,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,max_equiangular_wc,2.0,0.0,
"(-inf, inf)",20,1.0,15,5,0.25,-2.220446049250313e-16,0.0,0.0,pNML,,self_duality,0.0,0.0,
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,self_duality,1.0,0.0,
Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,pNML,,self_duality,2.0,0.0,
